"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","knots","DriftName","DeploymentSite","seadepth"
3587186090,39.24966,-129.19638,2016-08-27 18:10:00,"P10A",NA,NA,TRUE,NA,"PASCAL_010","MND",4398
3587186089,39.24974,-129.19638,2016-08-27 18:14:00,"P10B",NA,NA,TRUE,NA,"PASCAL_010","MND",4398
3587186088,39.25022,-129.19717,2016-08-27 18:40:00,"P10A",NA,NA,TRUE,0.0994574659591922,"PASCAL_010","MND",4398
3587186087,39.25006,-129.19711,2016-08-27 18:41:00,"P10B",NA,NA,TRUE,0.0866281253862751,"PASCAL_010","MND",4398
3587186086,39.25082,-129.19751,2016-08-27 19:10:00,"P10A",NA,NA,TRUE,0.0784525530493534,"PASCAL_010","MND",4398
3587186085,39.25079,-129.19746,2016-08-27 19:12:00,"P10B",NA,NA,TRUE,0.0902130621240243,"PASCAL_010","MND",4398
3587186084,39.25121,-129.19751,2016-08-27 19:40:00,"P10A",NA,NA,TRUE,0.0466655224635282,"PASCAL_010","MND",4398
3587186083,39.25121,-129.19751,2016-08-27 19:41:00,"P10B",NA,NA,TRUE,0.0522103445255049,"PASCAL_010","MND",4398
3587186082,39.25154,-129.19775,2016-08-27 20:10:00,"P10B",NA,NA,TRUE,0.0469260177944526,"PASCAL_010","MND",4398
3587186081,39.25156,-129.19785,2016-08-27 20:13:00,"P10A",NA,NA,TRUE,0.0477113026863032,"PASCAL_010","MND",4398
3587186080,39.2523,-129.19826,2016-08-27 20:40:00,"P10B",NA,NA,TRUE,0.102571276107232,"PASCAL_010","MND",4398
3587186079,39.25239,-129.19826,2016-08-27 20:43:00,"P10A",NA,NA,TRUE,0.106386706782728,"PASCAL_010","MND",4398
3587186078,39.25377,-129.19833,2016-08-27 21:09:00,"P10A",NA,NA,TRUE,0.19067605080575,"PASCAL_010","MND",4398
3587186077,39.25385,-129.19833,2016-08-27 21:11:00,"P10B",NA,NA,TRUE,0.179593448520563,"PASCAL_010","MND",4398
3587186076,39.25543,-129.19833,2016-08-27 21:39:00,"P10A",NA,NA,TRUE,0.198627731055502,"PASCAL_010","MND",4398
3587186075,39.25549,-129.19833,2016-08-27 21:40:00,"P10B",NA,NA,TRUE,0.203001339548291,"PASCAL_010","MND",4398
3587186074,39.25744,-129.19812,2016-08-27 22:09:00,"P10A",NA,NA,TRUE,0.241299239471422,"PASCAL_010","MND",4398
3587186073,39.25732,-129.19826,2016-08-27 22:09:00,"P10B",NA,NA,TRUE,0.226619997971463,"PASCAL_010","MND",4398
3587186072,39.25881,-129.19769,2016-08-27 22:39:00,"P10A",NA,NA,TRUE,0.168737503998837,"PASCAL_010","MND",4391
3587186071,39.2588,-129.19786,2016-08-27 22:40:00,"P10B",NA,NA,TRUE,0.175119530899513,"PASCAL_010","MND",4391
3587186070,39.26034,-129.19737,2016-08-27 23:09:00,"P10B",NA,NA,TRUE,0.196368599251057,"PASCAL_010","MND",4391
3587186069,39.26051,-129.19733,2016-08-27 23:12:00,"P10A",NA,NA,TRUE,0.187411113472333,"PASCAL_010","MND",4391
3587186068,39.26228,-129.19681,2016-08-27 23:39:00,"P10B",NA,NA,TRUE,0.23790437482739,"PASCAL_010","MND",4391
3587186067,39.26244,-129.19673,2016-08-27 23:42:00,"P10A",NA,NA,TRUE,0.237583414931469,"PASCAL_010","MND",4391
3587186066,39.26357,-129.19643,2016-08-28 00:08:00,"P10A",NA,NA,TRUE,0.159300227299771,"PASCAL_010","MND",4391
3587186065,39.26354,-129.19643,2016-08-28 00:09:00,"P10B",NA,NA,TRUE,0.154853883893776,"PASCAL_010","MND",4391
3587186064,39.26475,-129.19653,2016-08-28 00:38:00,"P10A",NA,NA,TRUE,0.141499493566078,"PASCAL_010","MND",4391
3587186063,39.2648,-129.19656,2016-08-28 00:39:00,"P10B",NA,NA,TRUE,0.151250015461537,"PASCAL_010","MND",4391
3587186062,39.26637,-129.19649,2016-08-28 01:08:00,"P10B",NA,NA,TRUE,0.194453700698655,"PASCAL_010","MND",4391
3587186061,39.26654,-129.19646,2016-08-28 01:12:00,"P10A",NA,NA,TRUE,0.18907258509071,"PASCAL_010","MND",4391
3587186060,39.26791,-129.19627,2016-08-28 01:39:00,"P10B",NA,NA,TRUE,0.179421460338474,"PASCAL_010","MND",4391
3587186059,39.26812,-129.19624,2016-08-28 01:42:00,"P10A",NA,NA,TRUE,0.190159889864112,"PASCAL_010","MND",4391
3587186058,39.26926,-129.19606,2016-08-28 02:08:00,"P10A",NA,NA,TRUE,0.158574088855853,"PASCAL_010","MND",4391
3587186057,39.26925,-129.19606,2016-08-28 02:08:00,"P10B",NA,NA,TRUE,0.167093517396699,"PASCAL_010","MND",4391
3587186056,39.27007,-129.19579,2016-08-28 02:39:00,"P10B",NA,NA,TRUE,0.0980131287149043,"PASCAL_010","MND",4391
3587186055,39.27007,-129.19572,2016-08-28 02:40:00,"P10A",NA,NA,TRUE,0.0955776144751641,"PASCAL_010","MND",4391
3587186054,39.2705,-129.19577,2016-08-28 03:08:00,"P10A",NA,NA,TRUE,0.0553517482462006,"PASCAL_010","MND",4391
3587186053,39.27052,-129.19583,2016-08-28 03:08:00,"P10B",NA,NA,TRUE,0.055834534076314,"PASCAL_010","MND",4391
3587186052,39.27103,-129.19574,2016-08-28 03:37:00,"P10A",NA,NA,TRUE,0.0656677404852713,"PASCAL_010","MND",4391
