"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","knots","DriftName","DeploymentSite","bearing","seadepth"
3508110467,30.00885,-120.18307,2018-10-31 10:47:50,"Z","0-2572490","UNLIMITED-TRACK",TRUE,NA,"CCES_018","BCN",221.034304992495,3830
3508110468,30.00769,-120.18423,2018-10-31 11:20:57,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.166437837064415,"CCES_018","BCN",332.147319593679,3916
3508110469,30.00797,-120.1844,2018-10-31 11:22:59,"AA","0-2574277","UNLIMITED-TRACK",TRUE,NA,"CCES_018","BCN",219.30514391939,3916
3508110470,30.00696,-120.18535,2018-10-31 11:50:57,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.145498723330036,"CCES_018","BCN",246.638678427719,3916
3508110471,30.00646,-120.18668,2018-10-31 12:18:04,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.166667114232928,"CCES_018","BCN",251.249654888656,3916
3508110472,30.00607,-120.188,2018-10-31 12:50:02,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.136034524039542,"CCES_018","BCN",276.605028221645,3916
3508110473,30.0062,-120.18929,2018-10-31 13:20:02,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.135036030076659,"CCES_018","BCN",270.000257548261,3916
3508110474,30.0062,-120.19032,2018-10-31 13:50:02,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.107103833041763,"CCES_018","BCN",275.469507826226,3916
3508110475,30.00629,-120.1914,2018-10-31 14:19:43,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.114020139359661,"CCES_018","BCN",263.143848676482,3916
3508110476,30.0062,-120.19226,2018-10-31 14:49:43,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.090070596900841,"CCES_018","BCN",230.95686744816,3962
3508110477,30.00596,-120.1926,2018-10-31 15:17:07,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.0498403177664737,"CCES_018","BCN",249.043835400179,3962
3508110478,30.00589,-120.19281,2018-10-31 15:47:08,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.0233705045756101,"CCES_018","BCN",316.9999515632,3962
3508110479,30.00603,-120.19296,2018-10-31 16:16:49,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.0231145078013849,"CCES_018","BCN",0,3962
3508110480,30.00646,-120.19296,2018-10-31 16:46:49,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.0513739974073963,"CCES_018","BCN",359.214750119156,3962
3508110481,30.00773,-120.19298,2018-10-31 16:50:41,"AA","0-2574277","UNLIMITED-TRACK",TRUE,0.081717841886957,"CCES_018","BCN",134.462671919497,3962
3508110482,30.00732,-120.1925,2018-10-31 17:18:45,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.106474515356148,"CCES_018","BCN",63.7834429832559,3962
3508110483,30.00735,-120.19243,2018-10-31 17:20:29,"AA","0-2574277","UNLIMITED-TRACK",TRUE,0.0735102746802387,"CCES_018","BCN",35.3008147986279,3962
3508110484,30.00853,-120.19147,2018-10-31 17:50:10,"AA","0-2574277","UNLIMITED-TRACK",TRUE,0.174585386557814,"CCES_018","BCN",117.710772640953,3830
3508110485,30.00837,-120.19112,2018-10-31 18:16:32,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.0989558366473172,"CCES_018","BCN",47.327808183787,3830
3508110486,30.00906,-120.19026,2018-10-31 18:46:11,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.123060608493843,"CCES_018","BCN",257.058311148716,3830
3508110487,30.00892,-120.19096,2018-10-31 18:50:10,"AA","0-2574277","UNLIMITED-TRACK",TRUE,0.0352964150805527,"CCES_018","BCN",59.0098916839829,3830
3508110488,30.00984,-120.1892,2018-10-31 19:15:47,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.146286167172472,"CCES_018","BCN",58.0603598155471,3830
3508110489,30.01035,-120.18826,2018-10-31 19:45:47,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.115178529098599,"CCES_018","BCN",60.3538187665775,3830
3508110490,30.01088,-120.18719,2018-10-31 20:15:37,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.128730852001623,"CCES_018","BCN",81.1838145858504,3830
3508110491,30.01132,-120.18393,2018-10-31 21:19:09,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.161973657203508,"CCES_018","BCN",111.627663971149,3830
