"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","knots","DriftName","DeploymentSite","bearing","seadepth"
4646088477,45.33593,-124.4645,2023-08-04 23:28:59,"SO-588","321245",NA,FALSE,NA,"ADRIFT_087","ORE",148.173444375465,396
4646127206,45.33493,-124.46362,2023-08-04 23:58:39,"SO-588","321245",NA,FALSE,0.142562369611831,"ADRIFT_087","ORE",167.443422176809,396
4646168223,45.33398,-124.46332,2023-08-05 00:24:36,"SO-588","321245",NA,FALSE,0.13477648582582,"ADRIFT_087","ORE",153.660136005714,396
4646218881,45.3319,-124.46186,2023-08-05 01:06:39,"SO-588","321245",NA,FALSE,0.19834228033012,"ADRIFT_087","ORE",161.543095067113,396
4646253821,45.32985,-124.46089,2023-08-05 01:37:01,"SO-588","321245",NA,FALSE,0.255743220797693,"ADRIFT_087","ORE",175.939713590956,396
4646323421,45.32667,-124.46057,2023-08-05 02:17:40,"SO-588","321245",NA,FALSE,0.281819943466311,"ADRIFT_087","ORE",192.80110565834,396
4646380057,45.32341,-124.46162,2023-08-05 02:58:39,"SO-588","321245",NA,FALSE,0.293125775034577,"ADRIFT_087","ORE",204.566002535594,399
4646419230,45.32145,-124.46289,2023-08-05 03:24:41,"SO-588","321245",NA,FALSE,0.297470241781962,"ADRIFT_087","ORE",209.664988098429,399
4646474678,45.31927,-124.46465,2023-08-05 03:57:38,"SO-588","321245",NA,FALSE,0.273605441980536,"ADRIFT_087","ORE",217.366372133541,399
4646545778,45.31757,-124.46649,2023-08-05 04:28:00,"SO-588","321245",NA,FALSE,0.253115696850442,"ADRIFT_087","ORE",225.111530350005,399
4646673195,45.31582,-124.46898,2023-08-05 05:00:00,"SO-588","321245",NA,FALSE,0.278455814677029,"ADRIFT_087","ORE",180,399
4646673198,45.31582,-124.46898,2023-08-05 05:08:41,"SO-588","321245",NA,FALSE,0,"ADRIFT_087","ORE",215.94825427802,399
4646795371,45.31438,-124.47046,2023-08-05 05:53:38,"SO-588","321245",NA,FALSE,0.142200251725105,"ADRIFT_087","ORE",167.25723268555,399
4646922941,45.3136,-124.47021,2023-08-05 06:33:40,"SO-588","321245",NA,FALSE,0.071782064779502,"ADRIFT_087","ORE",154.569055426592,399
4647022083,45.31314,-124.4699,2023-08-05 07:04:37,"SO-588","321245",NA,FALSE,0.059138720981106,"ADRIFT_087","ORE",129.214504833961,399
4647137616,45.31276,-124.46924,2023-08-05 07:40:01,"SO-588","321245",NA,FALSE,0.0610124985501022,"ADRIFT_087","ORE",132.237253831535,399
4647263768,45.31235,-124.4686,2023-08-05 08:16:40,"SO-588","321245",NA,FALSE,0.0598026887113976,"ADRIFT_087","ORE",130.001943714798,399
4647414942,45.3119,-124.46784,2023-08-05 08:58:43,"SO-588","321245",NA,FALSE,0.0598234693748826,"ADRIFT_087","ORE",149.795364529255,399
4647532060,45.3111,-124.46718,2023-08-05 09:31:41,"SO-588","321245",NA,FALSE,0.100900901002527,"ADRIFT_087","ORE",154.29025379351,399
4647638973,45.31025,-124.4666,2023-08-05 10:02:00,"SO-588","321245",NA,FALSE,0.11182086236252,"ADRIFT_087","ORE",153.812058372899,399
4647740280,45.30926,-124.46591,2023-08-05 10:30:39,"SO-588","321245",NA,FALSE,0.138375616473879,"ADRIFT_087","ORE",148.035936667697,399
4647867114,45.30805,-124.46484,2023-08-05 11:06:38,"SO-588","321245",NA,FALSE,0.142430800445225,"ADRIFT_087","ORE",167.749691438858,402
4648004703,45.30623,-124.46428,2023-08-05 11:46:01,"SO-588","321245",NA,FALSE,0.169931546701391,"ADRIFT_087","ORE",169.994777574671,402
4648119477,45.30451,-124.46385,2023-08-05 12:18:38,"SO-588","321245",NA,FALSE,0.192422676403226,"ADRIFT_087","ORE",180,402
4648225106,45.30264,-124.46385,2023-08-05 12:48:41,"SO-588","321245",NA,FALSE,0.223619181731578,"ADRIFT_087","ORE",184.738382769666,402
4648383577,45.29966,-124.4642,2023-08-05 13:34:00,"SO-588","321245",NA,FALSE,0.237113788700746,"ADRIFT_087","ORE",187.964605866595,402
4648504507,45.29739,-124.46465,2023-08-05 14:05:41,"SO-588","321245",NA,FALSE,0.259965647843811,"ADRIFT_087","ORE",183.293143758665,402
4648662617,45.29371,-124.46495,2023-08-05 14:50:44,"SO-588","321245",NA,FALSE,0.294023492510243,"ADRIFT_087","ORE",190.250446446119,402
4648759471,45.29129,-124.46557,2023-08-05 15:18:38,"SO-588","321245",NA,FALSE,0.316744797538555,"ADRIFT_087","ORE",191.260246042307,405
4648906996,45.28778,-124.46656,2023-08-05 16:00:59,"SO-588","321245",NA,FALSE,0.303672551590439,"ADRIFT_087","ORE",195.768225206959,405
4649047640,45.28483,-124.46774,2023-08-05 16:43:41,"SO-588","321245",NA,FALSE,0.257965895273463,"ADRIFT_087","ORE",174.035246832821,405
4649182573,45.28233,-124.46737,2023-08-05 17:27:40,"SO-588","321245",NA,FALSE,0.205361872355633,"ADRIFT_087","ORE",163.470047745267,405
4649281990,45.28076,-124.46671,2023-08-05 18:01:00,"SO-588","321245",NA,FALSE,0.176547255980405,"ADRIFT_087","ORE",140.470454078894,405
4649396231,45.27922,-124.46491,2023-08-05 18:42:39,"SO-588","321245",NA,FALSE,0.172262399683664,"ADRIFT_087","ORE",129.34173702591,405
4649492926,45.27775,-124.46237,2023-08-05 19:21:38,"SO-588","321245",NA,FALSE,0.213741499529338,"ADRIFT_087","ORE",121.898000339911,405
4649576783,45.27648,-124.45948,2023-08-05 19:58:40,"SO-588","321245",NA,FALSE,0.233205265965293,"ADRIFT_087","ORE",120.68337848676,405
4649665076,45.27511,-124.45621,2023-08-05 20:42:00,"SO-588","321245",NA,FALSE,0.222624745406029,"ADRIFT_087","ORE",130.070118955242,400
4649806014,45.27413,-124.45456,2023-08-05 21:11:37,"SO-588","321245",NA,FALSE,0.184711617158781,"ADRIFT_087","ORE",127.309014603807,402
4649852461,45.27307,-124.45259,2023-08-05 21:46:36,"SO-588","321245",NA,FALSE,0.179635993028798,"ADRIFT_087","ORE",131.828030502805,402
4649951858,45.27216,-124.45115,2023-08-05 22:12:38,"SO-588","321245",NA,FALSE,0.188346699487291,"ADRIFT_087","ORE",129.912953565962,402
