"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","DriftName","DeploymentSite","seadepth"
3932227968,35.045217,-121.706683,2022-06-23 20:20:01,"OPPS_008_D",NA,NA,FALSE,"OPPS_008","MBY",1651
3932227969,35.046767,-120.702133,2022-06-23 21:07:59,"OPPS_008_R",NA,NA,FALSE,"OPPS_008","MBY",39
