"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","knots","DriftName","DeploymentSite","bearing","seadepth"
3508103437,36.76122,-125.05818,2018-08-22 02:39:08,"Z","0-2572490","UNLIMITED-TRACK",TRUE,NA,"CCES_010","PTA",344.986563769028,4266
3508103438,36.76125,-125.05819,2018-08-22 02:42:14,"AA","0-2574277","UNLIMITED-TRACK",TRUE,NA,"CCES_010","PTA",344.553239446644,4266
3508103439,36.76224,-125.05853,2018-08-22 03:10:35,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.120725605117795,"CCES_010","PTA",127.839741895976,4233
3508103440,36.76219,-125.05845,2018-08-22 03:12:14,"AA","0-2574277","UNLIMITED-TRACK",TRUE,0.115178668526113,"CCES_010","PTA",37.7269362271547,4233
3508103441,36.76271,-125.05795,2018-08-22 03:38:38,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.0847239341326061,"CCES_010","PTA",63.5656982314639,4266
3508103442,36.76275,-125.05785,2018-08-22 03:42:14,"AA","0-2574277","UNLIMITED-TRACK",TRUE,0.0884305393907739,"CCES_010","PTA",70.3828264895426,4266
3508103443,36.76314,-125.05649,2018-08-22 04:08:29,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.150367524359033,"CCES_010","PTA",96.446434358596,4266
3508103444,36.76313,-125.05638,2018-08-22 04:09:59,"AA","0-2574277","UNLIMITED-TRACK",TRUE,0.160629946248217,"CCES_010","PTA",99.727142420158,4266
3508103445,36.76285,-125.05435,2018-08-22 04:38:11,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.210945926006816,"CCES_010","PTA",121.858359158574,4266
3508103446,36.76278,-125.05421,2018-08-22 04:41:46,"AA","0-2574277","UNLIMITED-TRACK",TRUE,0.201027550052237,"CCES_010","PTA",124.385881694317,4266
3508103447,36.76191,-125.05263,2018-08-22 05:08:11,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.200092313951115,"CCES_010","PTA",86.1564351740229,4266
3508103448,36.76193,-125.05226,2018-08-22 05:11:00,"AA","0-2574277","UNLIMITED-TRACK",TRUE,0.219020088646668,"CCES_010","PTA",131.389087375578,4266
3508103449,36.76076,-125.05061,2018-08-22 05:39:39,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.227032957561188,"CCES_010","PTA",120.113394129945,4266
3508103450,36.76069,-125.05046,2018-08-22 05:41:00,"AA","0-2574277","UNLIMITED-TRACK",TRUE,0.228037687864101,"CCES_010","PTA",134.248234278971,4266
3508103451,36.75953,-125.04898,2018-08-22 06:07:47,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.229323729437446,"CCES_010","PTA",136.004242710314,4266
3508103452,36.75943,-125.04886,2018-08-22 06:09:32,"AA","0-2574277","UNLIMITED-TRACK",TRUE,0.226527114172769,"CCES_010","PTA",130.054119578267,4266
3508103453,36.75828,-125.04716,2018-08-22 06:37:39,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.231309996252631,"CCES_010","PTA",141.178679011781,4203
3508103454,36.75825,-125.04713,2018-08-22 06:40:36,"AA","0-2574277","UNLIMITED-TRACK",TRUE,0.210766142219344,"CCES_010","PTA",141.372855638883,4203
3508103455,36.75681,-125.0457,2018-08-22 07:07:19,"AA","0-2574277","UNLIMITED-TRACK",TRUE,0.24755392114155,"CCES_010","PTA",0,4203
3508103456,36.75682,-125.0457,2018-08-22 07:07:39,"Z","0-2572490","UNLIMITED-TRACK",TRUE,0.22413285265009,"CCES_010","PTA",138.350970259954,4203
